Store Number,Average Deliveries Per Month
3766,1
3767,4
3768,10
3770,13
3771,9
3772,9
3773,9
3775,9
3777,9
3778,9
3779,5
3781,6
3782,13
3783,9
3784,5
3785,13
3786,8
3788,8
3789,8
3790,9
3791,9
3792,8
3794,9
3796,8
3798,8
3799,9
3801,9
3805,5
3806,5
3807,9
3809,9
3811,9
3812,14
3814,9
3815,8
3817,9
3822,4
3823,9
3824,5
3825,9
3826,9
3827,9
3828,9
3829,9
3831,13
3833,9
3835,9
3837,6
3840,8
3841,9
3842,9
3844,9
3845,9
3846,9
3847,8
3848,9
3850,8
3851,8
3852,9
3853,13
3856,6
3857,9
3858,13
3860,8
3861,9
3862,22
3864,13
3865,7
3867,5
3868,9
3869,9
3870,9
3872,13
3874,9
3875,4
3876,13
3877,8
3878,2
3879,5
3883,9
3884,8
3886,8
3887,7
3888,9
3889,7
3891,12
3893,10
3894,9
3896,9
3897,9
4029,3
4046,9
4048,5
4053,4
4057,13
4061,4
4064,12
4100,5
4103,9
4105,12
4108,9
4109,4
4114,10
4126,9
4127,9
4128,4
4129,9
4131,10
4134,8
4137,9
4138,9
4139,9
4140,6
4141,8
4142,9
4143,8
4144,10
4145,9
4147,6
4149,8
4157,6
4159,9
4160,5
4161,9
4162,8
4163,6
4164,9
4165,10
4166,9
4167,8
4168,8
4169,6
4171,8
4173,7
4174,5
4176,9
4178,9
4180,13
4182,8
4183,12
4184,10
4185,9
4187,9
4188,10
4189,9
4191,9
4193,11
4194,9
4195,9
4196,5
4198,8
4200,9
4201,8
4202,8
4206,1
4208,5
4209,9
4210,3
4211,9
4215,7
4216,8
4217,5
4218,9
4219,9
4220,10
4221,9
4223,9
4224,9
4226,9
4228,4
4230,9
4231,9
4232,9
4233,9
4234,4
4235,11
4237,9
4238,12
4239,9
4240,7
4241,9
4243,9
4244,8
4246,4
4247,10
4249,9
4250,8
4251,3
4252,9
4253,8
4254,4
4255,9
4256,9
4257,9
4258,9
4259,5
4260,9
4261,3
4262,13
4263,5
4264,9
4269,11
4270,7
4272,8
4273,10
4274,9
4275,6
4277,13
4278,9
4279,8
4281,8
4282,8
4283,8
4284,5
4285,9
4286,7
4288,5
4289,9
4293,9
4295,9
4296,7
4298,10
4299,10
4301,5
4303,7
4306,6
4309,8
4318,9
4321,9
4322,13
4323,9
4324,10
4325,9
4330,10
4331,4
4332,13
4333,9
4334,13
4335,5
4336,5
4337,9
4339,8
4340,9
4341,10
4342,8
4345,3
4350,9
4353,5
4354,9
4356,8
4357,9
4358,9
4359,9
4360,5
4362,1
4366,13
4367,7
4368,13
4369,5
4370,10
4372,8
4374,5
4377,7
4378,11
4379,9
4380,3
4381,9
4383,9
4384,9
4389,9
4392,9
4394,9
4395,9
4399,9
4403,13
4405,7
4407,10
4409,8
4410,9
4412,13
4413,9
4414,9
4415,14
4416,12
4417,9
4420,9
4423,9
4424,8
4425,9
4427,13
4428,9
4430,9
4435,9
4436,9
4438,9
4439,7
4440,9
4444,9
4445,6
4446,9
4450,6
4451,9
4452,4
4457,9
4458,9
4459,9
4460,9
4472,9
4473,10
4474,7
4475,9
4476,9
4477,9
4479,9
4482,10
4483,9
4484,9
4487,11
4488,9
4497,9
4498,9
4499,10
4504,9
4506,9
4508,9
4509,9
4511,9
4514,9
4520,13
4521,9
4523,10
4524,9
4526,15
4529,8
4531,8
4533,13
4538,10
4540,9
4543,9
4553,9
4554,9
4556,9
4557,9
4558,9
4560,9
4564,11
4567,5
4568,9
4569,4
4570,8
4574,9
4580,8
4581,8
4583,9
4584,9
4588,9
4593,11
4594,9
4595,10
4597,10
4599,8
4600,9
4601,9
4603,9
4606,9
4607,9
4609,9
4611,9
4615,9
4616,8
4617,17
4623,10
4627,9
4631,7
4635,9
4636,13
4637,9
4638,10
4639,4
4641,9
4648,9
4657,8
4659,9
4660,8
4664,9
4667,13
4669,9
4677,13
4678,12
4679,9
4681,13
4682,9
4683,9
4686,13
4689,4
4690,14
4695,9
4696,9
4697,9
4699,9
4700,4
4702,5
4703,4
4704,5
4706,9
4707,3
4709,5
4710,4
4711,4
4712,6
4713,4
4718,2
4720,4
4721,5
4724,4
4728,5
4729,5
4730,3
4731,3
4732,5
4735,5
4738,5
4739,4
4740,5
4741,5
4742,4
4743,4
4747,4
4750,2
4755,5
4757,7
4759,5
4761,4
4763,4
4764,5
4767,6
4768,5
4769,5
4772,5
4774,5
4775,5
4778,4
4780,4
4781,4
4782,4
4783,4
4784,4
4785,4
4787,5
4788,5
4789,5
4790,4
4794,4
4795,4
4797,3
4798,3
4799,5
4801,5
4802,4
4804,4
4805,4
4810,4
4812,3
4815,5
4817,4
4818,5
4819,5
4820,4
4822,5
4824,7
4825,5
4829,4
4830,5
4831,4
4835,4
4836,3
4837,4
4839,4
4843,4
4846,4
4849,9
4850,4
4851,5
4852,5
4856,4
4857,5
4860,3
4861,4
4865,8
4870,3
4871,5
4873,5
4874,5
4875,6
4878,5
4879,5
4901,4
4905,5
4906,4
4908,4
4911,4
4914,5
4915,5
4917,4
4920,5
4926,4
4927,5
4930,2
4933,4
4936,4
4938,4
4939,5
4942,4
4944,4
4945,2
4946,3
4947,3
4950,2
4955,4
4958,4
4961,4
4962,4
4963,3
4967,10
4972,4
4973,4
4974,4
4977,4
4982,4
4983,4
4985,5
4989,4
4990,4
4991,4
4992,4
4996,3
4998,5
4999,5
5002,5
5005,10
5007,9
5013,9
5014,9
5015,5
5017,4
5021,9
5022,13
5023,4
5024,10
5025,9
5027,10
5028,7
5029,9
5030,9
5031,9
5032,8
5033,5
5034,13
5035,17
5036,13
5037,14
5038,8
5041,9
5042,8
5043,8
5044,9
5045,10
5046,9
5048,9
5049,1
5051,5
5054,13
5055,13
5056,10
5057,9
5058,9
5060,8
5063,8
5064,9
5065,9
5066,8
5068,9
5070,9
5071,9
5072,9
5073,8
5074,9
5075,8
5076,9
5078,11
5079,13
5080,9
5082,5
5083,7
5085,9
5087,12
5088,9
5090,9
5091,10
5092,8
5093,17
5094,9
5096,9
5097,9
5098,9
5099,9
5100,9
5101,9
5104,9
5105,13
5106,4
5107,9
5108,13
5109,8
5110,10
5113,9
5115,9
5116,8
5117,10
5118,9
5119,9
5120,8
5122,8
5123,4
5124,9
5126,9
5127,9
5132,13
5133,13
5134,10
5136,9
5137,5
5138,9
5139,9
5140,4
5141,9
5144,10
5145,11
5146,10
5147,9
5149,9
5150,10
5151,8
5152,7
5154,9
5155,9
5156,9
5157,9
5159,9
5160,9
5162,9
5164,7
5165,9
5166,9
5167,9
5168,9
5170,9
5172,13
5173,8
5174,9
5175,9
5179,9
5180,9
5181,8
5183,12
5184,17
5185,17
5186,9
5190,9
5191,9
5192,9
5193,9
5195,9
5196,8
5197,9
5199,9
5202,8
5203,9
5205,9
5206,8
5207,9
5210,5
5211,9
5215,13
5216,8
5218,13
5220,13
5221,12
5224,7
5226,9
5227,8
5230,9
5231,8
5232,5
5233,9
5234,9
5235,10
5236,17
5240,11
5242,9
5244,9
5245,9
5246,9
5247,9
5250,13
5251,8
5252,8
5253,12
5254,9
5255,13
5257,9
5258,9
5259,8
5260,12
5261,11
5262,9
5263,9
5264,14
5266,13
5269,8
5270,8
5272,9
5273,8
5274,12
5275,8
5276,9
5280,4
5282,9
5285,9
5286,9
5287,9
5288,9
5290,9
5292,9
5293,10
5295,10
5296,9
5297,9
5298,9
5299,14
5300,13
5301,13
5303,9
5304,9
5305,11
5306,9
5307,9
5308,9
5309,9
5311,9
5312,9
5313,15
5314,8
5316,9
5317,9
5319,9
5320,9
5321,9
5325,9
5326,13
5327,9
5328,9
5329,9
5330,9
5331,9
5332,9
5334,5
5335,9
5337,9
5338,8
5341,5
5342,9
5343,13
5346,9
5348,12
5349,9
5350,9
5352,4
5355,8
5359,9
5361,9
5363,9
5365,17
5366,13
5368,9
5369,9
5370,5
5372,6
5373,9
5374,9
5376,9
5385,9
5386,13
5387,9
5388,10
5389,10
5390,9
5391,13
5392,9
5394,11
5396,9
5397,7
5398,9
5399,9
5402,4
5403,9
5404,5
5406,9
5408,8
5409,5
5410,9
5411,9
5416,9
5417,9
5418,9
5419,8
5420,14
5422,9
5423,9
5424,9
5425,8
5426,8
5428,9
5429,9
5430,9
5432,4
5433,9
5434,9
5435,12
5437,4
5438,9
5440,9
5441,9
5442,9
5443,8
5444,13
5449,10
5451,13
5453,13
5455,13
5457,12
5458,9
5460,10
5462,9
5463,5
5466,15
5471,9
5472,9
5477,13
5478,5
5479,9
5480,8
5481,9
5482,8
5485,4
5486,9
5487,9
5488,13
5489,5
5491,10
5492,9
5493,11
5494,9
5497,21
5498,18
5499,9
5600,9
5601,9
5602,10
5603,6
5604,6
5605,5
5606,9
5608,8
5609,8
5610,4
5611,8
5612,13
5613,9
5614,6
5615,10
5616,9
5617,5
5622,9
5623,10
5624,7
5625,5
5626,10
5627,9
5628,7
5629,9
5632,6
5633,8
5634,9
5635,9
5637,9
5638,9
5639,8
5640,11
5641,9
5642,5
5643,8
5644,9
5645,8
5646,9
5647,8
5653,12
5654,7
5657,8
5658,10
5659,9
5661,7
5663,4
5664,5
5666,9
5667,7
5668,6
5669,9
5670,10
5671,9
5672,7
5673,8
5675,7
5676,5
5678,9
5683,8
5684,9
5685,5
5687,8
5688,5
5690,12
5691,8
5692,13
5693,13
5695,9
5697,4
5698,11
5701,8
5703,9
5705,12
5706,9
5707,9
5709,9
5710,10
5713,10
5722,9
5727,14
5728,11
5731,9
5732,9
5735,11
5737,9
5738,9
5743,9
5745,9
5747,9
5748,11
5751,10
5753,9
5754,17
5755,9
5758,9
5759,9
5760,9
5761,9
5763,7
5764,9
5766,9
5767,3
5768,9
5772,10
5779,9
5781,8
5783,8
5786,8
5787,9
5797,9
5799,9
5804,8
5805,8
5808,7
5809,9
5810,8
5812,7
5813,9
5814,7
5815,8
5817,13
5818,13
5819,9
5820,13
5823,9
5826,9
5831,13
5832,9
5835,9
5837,13
5839,9
5840,9
5841,8
5842,9
5843,9
5844,9
5845,14
5846,9
5847,9
5848,9
5851,9
5853,9
5854,10
5855,4
5856,4
5857,10
5858,9
5860,8
5863,8
5864,9
5866,9
5869,9
5871,9
5872,17
5873,4
5874,8
5875,9
5876,13
5879,9
5880,8
5882,13
5883,9
5884,7
5886,8
5889,9
5890,9
5893,9
5894,9
5898,9
5899,9
5911,9
5912,9
5929,8
5930,9
5931,9
5932,13
5935,9
5936,9
5938,9
5939,8
5941,9
5945,12
5947,13
5954,8
5956,10
5957,5
5959,10
5960,12
5962,13
5963,8
5965,8
5969,8
5976,8
5977,4
5979,11
5980,9
5981,8
5982,6
5985,4
5986,5
5988,8
5990,5
5991,4
5992,4
5993,9
5994,9
5995,9
5996,8
6078,6
6098,9
6159,9
6166,11
6167,8
6170,8
6172,8
6173,8
6177,5
6178,4
6181,4
6201,4
6203,4
6204,5
6205,5
6212,4
6213,4
6216,4
6217,3
6218,5
6220,4
6226,8
6227,4
6228,4
6235,5
6236,5
6237,4
6238,4
6240,5
6241,4
6242,3
6244,4
6245,5
6246,4
6247,4
6249,5
6252,5
6254,5
6255,4
6256,4
6257,4
6259,6
6260,4
6261,5
6262,4
6263,6
6264,5
6265,4
6267,4
6275,2
6278,3
6301,4
6302,3
6303,5
6304,4
6305,2
6307,3
6308,3
6309,6
6311,4
6312,4
6313,4
6314,3
6315,5
6316,3
6317,4
6318,5
6319,4
6321,4
6322,4
6324,3
6325,4
6326,3
6327,4
6328,4
6329,4
6330,4
6331,5
6333,4
6334,4
6335,5
6336,4
6337,4
6338,5
6339,5
6341,4
6342,4
6343,5
6344,5
6345,3
6346,4
6347,5
6348,4
6349,4
6350,5
6351,5
6352,5
6353,5
6354,5
6355,3
6356,4
6358,4
6359,4
6361,5
6363,5
6364,4
6365,5
6366,5
6367,5
6368,5
6372,4
6373,3
6375,3
6376,5
6378,5
6379,5
6380,3
6381,4
6382,3
6384,4
6385,2
6386,4
6387,5
6388,4
6390,3
6392,9
6394,9
6400,9
6401,4
6402,4
6403,5
6404,3
6405,4
6406,5
6407,4
6408,4
6409,4
6410,4
6412,5
6413,4
6415,5
6416,5
6417,4
6419,4
6420,4
6421,4
6422,5
6423,5
6424,3
6425,4
6427,5
6428,4
6429,3
6431,5
6432,4
6433,4
6435,5
6436,3
6437,5
6439,4
6440,4
6441,4
6443,3
6444,4
6445,4
6447,4
6448,4
6449,5
6450,4
6452,4
6453,4
6454,3
6455,5
6456,5
6457,4
6458,5
6459,8
6461,4
6462,3
6463,4
6464,4
6470,4
6471,4
6472,4
6474,5
6479,4
6485,4
6487,4
6488,4
6489,4
6500,9
6501,4
6502,4
6503,4
6506,4
6507,4
6509,4
6510,5
6512,4
6514,4
6517,4
6518,4
6520,4
6521,5
6524,5
6526,4
6527,4
6528,3
6535,5
6539,5
6540,3
6544,3
6548,12
6556,3
6562,4
6565,6
6568,5
6569,3
6570,4
6571,4
6572,3
6573,3
6574,7
6576,10
6577,8
6578,6
6582,4
6585,2
6586,8
6588,6
6589,8
6590,5
6601,4
6602,4
6603,4
6604,5
6605,4
6606,4
6608,5
6609,5
6610,5
6611,5
6612,5
6613,5
6614,5
6615,5
6616,5
6617,5
6619,5
6620,5
6621,5
6622,5
6623,5
6624,5
6625,6
6626,6
6627,4
6628,5
6630,6
6636,3
6637,4
6642,5
6643,4
6644,4
6646,4
6657,4
6658,4
6659,4
6660,5
6661,4
6662,4
6663,4
6664,5
6665,3
6666,5
6667,5
6668,3
6669,4
6671,5
6672,4
6673,5
6674,4
6682,2
6683,2
6684,3
6686,3
6687,5
6688,5
6692,4
6798,6
6813,12
6814,9
6828,8
6849,10
6850,10
6851,7
6867,4
6876,4
6933,9
6937,13
6942,6
6943,4
6953,13
6960,10
6962,7
6968,4
6971,13
6975,4
6997,9
6998,8
7004,7
7043,3
7062,7
7072,5
7098,11
7127,5
7129,3
7146,9
7162,9
7168,3
7180,9
7205,3
7207,8
7209,7
7217,6
7218,9
7222,9
7224,5
7232,4
7235,6
7238,11
7240,5
7241,3
7245,9
7246,5
7247,7
7249,8
7309,6
7315,9
7317,4
7329,5
7334,10
7342,6
7357,6
7361,7
7362,6
8024,6
8102,4
8104,5
8106,5
8111,4
8112,4
8114,4
8115,5
8116,4
8117,3
8119,4
8120,4
8123,6
8125,5
8126,4
8128,4
8129,4
8130,7
8131,3
8132,3
8133,5
8134,5
8135,4
8136,3
8137,4
8138,4
8139,4
8140,4
8141,4
8142,4
8143,4
8146,5
8148,5
8149,4
8150,4
8151,5
8153,4
8154,3
8155,4
8156,5
8157,4
8162,4
8163,5
8164,5
8165,5
8166,4
8167,4
8168,4
8169,4
8170,4
8171,5
8172,1
8173,4
8174,4
8177,4
8178,4
8179,4
8180,4
8181,4
8182,5
8183,5
8184,4
8185,4
8186,4
8188,5
8189,5
8190,4
8192,5
8194,4
8196,3
8197,5
8198,3
8201,5
8202,5
8203,4
8204,4
8205,6
8207,5
8208,3
8209,5
8210,4
8211,4
8212,4
8213,5
8214,4
8215,5
8217,5
8218,4
8219,3
8220,4
8221,5
8222,3
8223,3
8224,5
8225,4
8226,5
8227,5
8228,4
8236,5
8237,4
8238,4
8239,3
8241,3
8242,4
8243,5
8244,5
8245,4
8246,5
8247,4
8248,5
8250,4
8251,6
8252,4
8253,4
8255,3
8256,4
8257,4
8258,4
8259,4
8261,4
8262,5
8263,4
8264,5
8265,4
8266,5
8268,4
8269,4
8270,5
8271,4
8273,5
8274,5
8275,5
8276,4
8277,4
8278,5
8279,5
8280,4
8281,5
8282,4
8283,4
8284,5
8285,6
8286,4
8287,4
8288,4
8289,4
8290,4
8291,4
8292,4
8293,5
8294,5
8295,1
8296,5
8297,4
8298,4
8299,4
13001,1
17613,2
60538,4
205840,4
445213,9
503592,4
6053880,32
#3868   ,4
?,20
01610A  ,4
01619A  ,9
01673A  ,9
01731A  ,8
01813A  ,9
01966A  ,9
01993A  ,9
02785A  ,9
02859A  ,8
03280A  ,8
0341 A  ,8
0342 A  ,5
03760A  ,5
03842A  ,9
05282A  ,8
05366L  ,6
0982-1  ,4
100a    ,9
1032LIQ ,4
1038-1  ,5
1090-02 ,4
1139C   ,2
1172-02 ,4
1190H   ,5
1202-1  ,13
1205-02 ,14
1225-02 ,4
1245A   ,7
1297-1  ,4
1316 S  ,9
1362L   ,2
1444-02 ,5
1572B   ,8
1575A   ,9
1627A   ,4
1744A   ,8
1786-1  ,4
1797C   ,8
1806-M  ,3
1806-W  ,12
1819-1  ,5
1831B   ,9
1942A   ,4
1961-2  ,2
2043-1  ,5
2088-1  ,8
2135-C  ,3
2135-W  ,10
2146-M  ,3
2146-W  ,10
2159-M  ,9
2166A   ,8
2183B   ,9
2224-H  ,7
2238EOSA,4
2332-H  ,9
2421-1  ,6
2448-1  ,5
2530-H  ,8
2581A   ,9
2613-M  ,8
2642-1  ,5
2643-1  ,4
2682-H  ,8
2812A   ,5
29S     ,8
3075LIQ ,4
3119LIQ ,3
3140A   ,8
3308-02 ,5
3310L   ,5
3347a   ,9
3348-1  ,4
3349L   ,5
3513-1  ,4
3534-1  ,5
3600FK  ,3
3607-1  ,9
3610H   ,4
3625-1  ,9
3702-02 ,5
373A    ,2
3782-A  ,5
3817L   ,4
3887a   ,9
3894A   ,5
4108B   ,7
4142L   ,4
4211L   ,9
4257A   ,9
4260A   ,4
4262-1  ,4
4380LIQ ,4
5035A   ,2
507A    ,9
5089-1  ,5
5090-1  ,9
5106A   ,13
5179L   ,9
519H    ,3
51S     ,4
5221L   ,5
5236-L  ,9
5255A   ,6
5300A   ,5
5451A   ,9
5453A   ,4
5471-M  ,8
571H    ,9
5760A   ,4
5845L   ,4
5977-1  ,4
818LIQ  ,1
825H    ,2
968a    ,11
A3417   ,5
A7129   ,1
C3637   ,4
EOS1791A,4
H159    ,7
H189    ,9
H1940   ,10
H1997   ,8
H2056   ,11
H2116   ,12
H2152   ,12
H2264   ,5
H2370   ,10
H2415   ,9
H2424   ,6
H25     ,8
H2844   ,11
H2874   ,13
H3334   ,9
H3583   ,7
H40     ,8
H4403   ,13
H5477   ,8
H609    ,9
H783    ,4
H80     ,9
N3157   ,8
N3219   ,9
Grand Total,38147
