Store.Number,Whlsr..,Whlsr.Name,A.B.Region,FY.15.OOS.Rate,Total.Footage,Average.Deliveries.Per.Week,Average.Cases.Delivered.Per.Week,Delivery.Schedule,Average.Deliveries.Per.Month,cluster
3591,94216,SILVER EAGLE DISTRIBUTING,5,0.031,85,2,650,TuFr,9,1
3626,53296,R H BARRINGER,2,0.039,76,2,742,MoTh,9,1
3640,94240,SILVER EAGLE DISTRIBUTORS,5,0.032,56,2,402,Fr,8,1
3652,90489,MARKSTEIN BEV CO OF SACRAMENTO,7,0.035,73,2,474,TuFr,9,1
3702,70918,NORTH FLORIDA SALES,2,0.044,73,3,490,Sa,14,1
3729,42720,MORREY DISTRIBUTING,7,0.033,72,2,528,WeFr,9,1
3730,10261,HENSLEY & CO - PHOENIX,7,0.036,48,2,508,TuFr,9,1
3763,44223,L & F DISTRIBUTORS,5,0.035,72,3,1074,Tu,13,1
3828,84245,R & K DISTRIBUTORS,5,0.032,64,2,508,TuFr,9,1
4183,64210,JACK HILLIARD DIST CO INC,5,0.036,64,3,403,MoTh,12,1
4239,42720,MORREY DISTRIBUTING,7,0.047,80,2,507,WeFr,9,1
4262,30958,TRI-EAGLE SALES,2,0.035,125,3,436,Sa,13,1
4318,30166,BAMA BUD OF MONTGOMERY,2,0.038,76,2,540,TuFr,9,1
4332,10922,CITY BEVERAGES,2,0.05,76,3,791,TuSa,13,1
4333,20162,BUDWEISER-BUSCH DIST,2,0.044,80,2,452,TuFr,9,1
4337,30295,SUN VALLEY BEVERAGE,7,0.032,108,2,1280,TuFr,9,1
4340,406,R & S BEVERAGE COMPANY,7,0.038,60,2,625,WeSa,9,1
4405,11209,SUPERIOR BEVERAGE,3,0.036,76,2,463,We,7,1
4416,94262,SILVER EAGLE DIST LP - CYPRESS,5,0.033,59,3,697,MoTh,12,1
4538,94262,SILVER EAGLE DIST LP - CYPRESS,5,0.053,76,2,473,MoTh,10,1
4540,42146,M & M DISTRIBUTORS,3,0.039,52,2,515,MoTh,9,1
4564,43231,R A JEFFREYS DISTRIBUTING,2,0.033,64,3,495,TuTh,11,1
4593,33917,B & B DISTRIBUTORS,2,0.042,60,3,587,TuFr,11,1
4601,3044,PREMIER DISTRIBUTING CO,5,0.031,60,2,762,TuFr,9,1
4664,43926,BETTER BRANDS,2,0.04,60,2,466,TuFr,9,1
5031,20285,GOLDEN EAGLE DISTRIBUTORS,7,0.035,48,2,698,TuFr,9,1
5036,40908,PEPIN DISTRIBUTING,2,0.044,56,3,428,Tu,13,1
5037,70918,NORTH FLORIDA SALES,2,0.044,60,3,535,Sa,14,1
5045,94262,SILVER EAGLE DIST LP - CYPRESS,5,0.049,56,2,512,Mo,10,1
5054,70918,NORTH FLORIDA SALES,2,0.043,61,3,465,Sa,13,1
5055,70912,COASTAL BEVERAGE,2,0.053,56,3,680,Sa,13,1
5076,31804,MAINE DISTRIBUTORS,1,0.032,60,2,415,TuFr,9,1
5087,43926,BETTER BRANDS,2,0.043,72,3,1005,Fr,12,1
5113,10121,BIRMINGHAM BUD DISTRIBUTING,2,0.05,69,2,644,TuFr,9,1
5116,94240,SILVER EAGLE DISTRIBUTORS,5,0.031,56,2,633,MoTh,8,1
5134,50410,ADVANCE BEVERAGE CO INC,7,0.039,59,2,704,TuFr,10,1
5139,90489,MARKSTEIN BEV CO OF SACRAMENTO,7,0.037,64,2,407,MoTh,9,1
5144,44276,SILVER EAGLE DISTRIBUTORS,5,0.031,72,2,511,TuFr,10,1
5145,44276,SILVER EAGLE DISTRIBUTORS,5,0.078,136,3,633,TuFr,11,1
5147,64221,BEN E KEITH,5,0.033,92,2,832,TuFr,9,1
5155,3044,PREMIER DISTRIBUTING,5,0.124,68,2,909,TuTh,9,1
5165,94233,L & F DISTRIBUTORS,5,0.037,84,2,654,MoTh,9,1
5166,3044,PREMIER DISTRIBUTING,5,0.068,108,2,751,TuTh,9,1
5192,90489,MARKSTEIN BEV CO OF SACRAMENTO,7,0.032,68,2,628,TuFr,9,1
5199,41200,CITY BEVERAGE - ARLINGTON HTS,3,0.032,68,2,464,Mo,9,1
5218,40915,GREAT BAY DISTRIBUTORS,2,0.064,151,3,483,TuSa,13,1
5231,90489,MARKSTEIN BEV CO-SACRAMENTO,7,0.041,60,2,421,MoTh,8,1
5247,64247,BEN E KEITH,5,0.031,68,2,600,TuFr,9,1
5250,10922,CITY BEVERAGES,2,0.059,151,3,451,TuSa,13,1
5254,63269,R A JEFFREYS DISTR CO RALEIGH,2,0.039,56,2,485,TuFr,9,1
5260,23559,A & B DISTRIBUTORS,5,0.036,76,3,409,Fr,12,1
5272,84627,OLYMPIC EAGLE DISTRIBUTING,6,0.044,76,2,417,TuFr,9,1
5287,94262,SILVER EAGLE DIST LP - CYPRESS,5,0.05,72,2,498,TuFr,9,1
5288,64221,BEN E KEITH,5,0.032,57,2,616,MoWe,9,1
5299,10922,CITY BEVERAGES,2,0.039,72,3,1310,MoWeFr,14,1
5312,64225,BEN E KEITH,5,0.037,68,2,633,TuFr,9,1
5316,64225,BEN E KEITH,5,0.046,72,2,582,MoTh,9,1
5326,30958,TRI-EAGLE SALES,2,0.063,76,3,621,Sa,13,1
5330,10261,HENSLEY & CO PHOENIX,7,0.032,68,2,742,MoTh,9,1
5343,64597,J F FICK INC,1,0.041,72,3,497,WeFr,13,1
5391,70912,COASTAL BEVERAGE,2,0.036,40,3,739,Sa,13,1
5394,60424,SEQUOIA BEVERAGE,7,0.05,40,3,998,TuFr,11,1
5416,64225,BEN E KEITH,5,0.043,60,2,552,TuFr,9,1
5419,52311,A&B DISTRIBUTING,2,0.033,60,2,421,TuFr,8,1
5425,60400,ANHEUSER-BUSCH,7,0.032,40,2,594,We,8,1
5443,51341,ZINK DISTRIBUTING,3,0.037,56,2,402,Fr,8,1
5494,51140,WATKINS DIST SALES & SERVICE,6,0.031,76,2,466,TuFr,9,1
5626,20285,GOLDEN EAGLE DISTRIBUTORS,7,0.052,48,2,740,WeFr,10,1
5703,10143,TURNER BEVERAGE,2,0.044,60,2,423,Th,9,1
5705,43926,BETTER BRANDS,2,0.045,52,3,824,Fr,12,1
5745,33917,B & B DISTRIBUTORS,2,0.032,72,2,683,TuFr,9,1
5764,64225,BEN E KEITH,5,0.036,80,2,533,TuFr,9,1
5851,43233,R A JEFFREYS DISTRIBUTING,2,0.038,56,2,470,TuFr,9,1
5883,94682,KING BEVERAGE,6,0.076,80,2,505,TuFr,9,1
5947,44223,L & F DISTRIBUTORS,5,0.033,68,3,706,Sa,13,1
